Tag,Text,Href,Src,Value,Date-Time
a,Footwear for Women,https://www.snapdeal.com/products/womens-footwear,,,
a,Heels for Women,https://www.snapdeal.com/products/womens-footwear-heeled-slipon-pump,,,
a,Sandals for Women,https://www.snapdeal.com/products/womens-footwear-sandal,,,
a,Shoes for Women,https://www.snapdeal.com/products/womens-footwear-casual-shoes,,,
a,Sandals for Women,https://www.snapdeal.com/products/womens-footwear-floater-sandal,,,
a,Slippers for Women,https://www.snapdeal.com/products/womens-footwear-slippers-floaters,,,
a,Boots for Women,https://www.snapdeal.com/products/womens-footwear-boot,,,
a,Jutti for Women,https://www.snapdeal.com/products/womens-footwear-ethnic,,,
a,Sports Shoes for Women,https://www.snapdeal.com/products/womens-footwear-sports-shoes,,,
a,Home & Kitchen:,https://www.snapdeal.com/products/home-kitchen,,,
a,Wall Painting,https://www.snapdeal.com/products/paintings,,,
a,Wall Stickers,https://www.snapdeal.com/products/wall-stickers,,,
a,Dream Catcher,https://www.snapdeal.com/products/dream-catcher,,,
a,Rangoli Designs,https://www.snapdeal.com/products/decor-rangoli,,,
a,Clock,https://www.snapdeal.com/products/home-kitchen-clocks,,,
a,Wall Clock,https://www.snapdeal.com/products/wall-clocks,,,
a,Alarm Clock,https://www.snapdeal.com/products/alarm-clocks,,,
a,Diya,https://www.snapdeal.com/products/religion-spirituality-diyas,,,
a,Bean Bag,https://www.snapdeal.com/products/home-kitchen-bean-bags,,,
a,Laptop Table,https://www.snapdeal.com/products/laptop-tables,,,
a,Study Table,https://www.snapdeal.com/products/study-tables,,,
a,Wall Hanging,https://www.snapdeal.com/products/wall-hangings,,,
a,Ceiling Lights,https://www.snapdeal.com/products/ceiling-lights,,,
a,Table Lamp,https://www.snapdeal.com/products/table-lamps,,,
a,Hanging Lights,https://www.snapdeal.com/products/hanging-lamps,,,
a,LED Bulbs,https://www.snapdeal.com/products/led-bulbs,,,
a,Torch Light,https://www.snapdeal.com/products/flashlights-torches,,,
a,LED Lights,https://www.snapdeal.com/products/led-lights,,,
a,Flower Vase,https://www.snapdeal.com/products/home-accents-florals-plants-vases,,,
a,Keychain,https://www.snapdeal.com/products/home-accents-key-chains,,,
a,Rudraksha,https://www.snapdeal.com/products/health-therapy-rudraksha,,,
a,Screwdriver,https://www.snapdeal.com/products/hand-tools-screwdrivers,,,
a,Watch:,https://www.snapdeal.com/products/lifestyle-watches,,,
a,Watch For Men,https://www.snapdeal.com/products/watches-men,,,
a,Womens Watches,https://www.snapdeal.com/products/watches-women,,,
a,Smart Watch,https://www.snapdeal.com/products/fitness-wearable-smartwatches,,,
a,Boys Watch,https://www.snapdeal.com/products/boys-watches,,,
a,Girls Watch,https://m.snapdeal.com/products/girls-watches,,,
a,Home Furnishing:,https://www.snapdeal.com/products/home-furnishing,,,
a,Bed Sheet,https://www.snapdeal.com/products/bed-sheets,,,
a,Mosquito Net,https://www.snapdeal.com/products/moquito-nets,,,
a,Mattress,https://www.snapdeal.com/products/home-furnishing-mattress-protectors,,,
a,Curtains,https://www.snapdeal.com/products/curtains,,,
a,Sofa Cover,https://www.snapdeal.com/products/sofa-covers,,,
a,Blanket,https://www.snapdeal.com/products/blankets,,,
a,Pillow,https://www.snapdeal.com/products/fibre-pillows,,,
a,Carpet,https://www.snapdeal.com/products/carpets,,,
a,Apron,https://www.snapdeal.com/products/kitchen-aprons,,,
a,Quilt,https://www.snapdeal.com/products/quilt-comforter-rajai,,,
a,Floor Mat,https://www.snapdeal.com/products/floor-mats,,,
a,Towel,https://www.snapdeal.com/products/bath-towels,,,
a,Pillow Cover,https://www.snapdeal.com/products/pillow-covers,,,
a,Electronics:,https://www.snapdeal.com/products/appliances-home,,,
a,Bluetooth Speakers,https://www.snapdeal.com/products/electronics-bluetooth-speakers,,,
a,Headphones,https://www.snapdeal.com/products/electronics-headphones,,,
a,Earphone,https://www.snapdeal.com/products/electronics-earphones,,,
a,Ceiling Fan,https://www.snapdeal.com/products/appliances-ceiling-fans,,,
a,Geysers,https://www.snapdeal.com/products/geysers,,,
a,Trimmer,https://www.snapdeal.com/products/trimmers,,,
a,Hair Straightner,https://www.snapdeal.com/products/hair-straightners,,,
a,Hair Dryer,https://www.snapdeal.com/products/hair-dryers,,,
a,Water Purifier,https://www.snapdeal.com/products/appliances-water-purifiers,,,
a,Mixer Grinder,https://www.snapdeal.com/products/appliances-mixer-grinders,,,
a,Gas Stove,https://www.snapdeal.com/products/appliances-gas-stoves-hobs,,,
a,Electric Kettle,https://www.snapdeal.com/products/electric-kettle,,,
a,Computer Mouse,https://www.snapdeal.com/products/computers-mouse,,,
a,Computer Keyboard,https://www.snapdeal.com/products/computers-keyboard,,,
a,USB & HDMI Cables,https://www.snapdeal.com/products/computer-cables,,,
a,Computer Antivirus,https://www.snapdeal.com/products/computers-software-security,,,
a,Mobiles Accessories:,https://www.snapdeal.com/products/mobiles-accessories,,,
a,Mobile Covers,https://www.snapdeal.com/products/mobiles-cases-covers,,,
a,Leather Mobile Covers,https://www.snapdeal.com/products/mobiles-cases-covers/filters/Material_s~Leather,,,
a,Printed Back Covers,https://www.snapdeal.com/products/mobiles-printed-back-covers,,,
a,Tempered Glass,https://www.snapdeal.com/products/mobiles-tempered-glass,,,
